,﻿achieve_1,achieve_2,achieve_3,achieve_4,achieve_5,achieve_6,self_1,self_2,self_3,self_4,self_5,self_6,self_7,self_8,curio_1,curio_2,curio_3,curio_4,curio_5,curio_6,curio_7,curio_8,curio_9,curio_10,curio_11,info_1,info_2,info_3,info_4,info_5,info_6,inter_d_1,inter_d_2,inter_d_3,inter_d_4,inter_d_5,inter_d_6,inter_d_7,inter_d_8,deci_1,deci_2,deci_3,deci_4,deci_5
597,4,3,4,3,3,2,1,3,2,4,3,1,3,3,4,4,4,1,4,2,4,4,4,3,4,0,1,0,3,1,3,4,3,3,4,3,2,4,4,1,3,4,3,3
598,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,1,2,1,3,3,2,3,3,1,3,3,3,4,1,3,4,4,4,1,3,3,3,3,3,3,3,3,3
599,4,3,1,3,3,3,2,3,2,3,3,2,3,3,3,4,4,4,4,4,3,4,4,3,3,3,1,3,3,4,1,3,3,3,1,3,3,3,3,3,3,1,3,2
600,3,2,3,2,3,2,3,4,2,3,4,4,2,3,4,4,4,3,4,4,4,3,3,4,3,2,1,2,2,4,1,3,3,3,3,2,2,2,3,3,3,3,3,2
601,2,3,2,2,3,3,1,2,3,2,2,4,2,3,4,3,3,2,3,4,2,4,1,3,4,2,2,2,2,2,2,4,4,4,4,4,2,3,3,4,4,4,4,4
602,4,2,4,1,4,1,4,4,2,4,3,4,3,3,2,2,1,3,4,0,2,2,3,4,0,0,4,2,2,2,4,3,4,4,4,4,0,4,4,4,4,4,4,4
603,3,2,3,3,3,3,3,2,3,2,3,2,3,3,3,3,3,4,4,3,4,3,1,4,3,1,3,3,3,3,3,3,4,4,2,3,4,2,3,4,2,2,4,1
604,2,3,2,1,3,2,3,3,3,4,3,4,3,3,3,3,3,3,1,2,2,4,3,2,1,3,2,3,4,1,2,4,4,4,4,3,3,3,3,3,3,4,4,4
605,4,4,4,2,2,3,4,1,3,4,4,1,2,4,2,3,3,2,3,4,4,4,4,2,2,1,3,2,3,3,2,3,3,4,1,4,3,2,4,3,2,2,4,3
606,4,1,0,0,4,1,4,4,4,4,4,4,2,4,4,4,4,4,2,2,2,2,2,1,4,1,2,2,4,2,2,3,3,3,4,4,3,4,4,3,4,4,0,4
607,4,2,4,3,3,3,3,4,4,4,4,2,4,4,4,4,4,2,0,2,2,4,4,2,4,0,0,2,2,4,3,4,4,4,2,4,3,2,3,2,0,4,1,3
608,4,2,2,4,4,2,2,4,4,2,3,2,3,4,4,4,4,4,3,3,4,2,2,2,4,1,2,2,3,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3
609,4,2,3,3,4,2,2,3,3,4,4,2,2,4,3,3,2,3,3,4,2,3,3,4,4,2,3,2,3,2,4,3,1,2,3,3,2,1,3,3,4,4,3,3
610,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,4,4,1,3,3,3,3,3,2
611,4,2,3,3,3,2,3,2,4,4,4,3,4,4,2,3,2,3,4,4,3,4,4,4,3,2,3,1,2,3,2,4,3,3,4,2,3,3,2,0,1,2,2,4
612,3,2,3,4,3,2,2,4,3,3,2,4,3,4,3,2,4,2,2,3,3,3,4,3,2,1,3,3,3,2,2,4,2,2,4,3,3,2,3,3,3,3,4,4
613,4,2,3,4,4,3,4,4,3,3,4,1,3,4,4,3,4,4,2,2,4,2,2,2,3,2,3,1,3,2,3,2,3,3,0,3,2,2,3,4,4,4,4,2
614,1,2,4,3,4,3,4,4,4,4,4,3,4,4,4,4,4,2,4,2,2,4,4,1,2,3,3,2,4,3,3,0,3,2,0,1,0,4,1,4,4,4,4,2
615,3,2,2,1,4,0,4,4,3,3,4,4,4,4,4,4,4,4,3,3,4,3,2,3,4,2,2,1,2,1,2,2,3,3,3,3,3,4,3,2,3,4,2,3
616,4,2,3,1,4,3,1,4,4,2,4,2,4,3,2,2,2,3,4,3,4,3,3,4,4,4,3,3,4,3,3,3,3,3,4,3,2,2,0,1,4,3,1,4
617,4,4,3,4,4,3,4,4,4,4,4,2,4,4,4,4,4,4,4,4,0,3,4,2,4,0,4,4,4,3,4,4,0,0,0,0,0,4,0,4,0,0,4,4
618,4,3,1,1,3,3,2,2,2,2,4,2,3,3,4,4,4,4,4,4,4,3,4,3,4,2,2,2,3,3,3,4,1,4,3,3,2,3,3,3,2,2,3,3
619,4,3,2,3,2,3,2,2,3,3,3,2,2,4,3,3,3,4,3,2,2,3,2,2,4,1,2,1,3,4,3,4,4,4,4,2,3,3,3,4,3,4,4,4
620,4,3,4,2,4,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,2,3,1,0,0,2,1,2,0,0,0,4,4,4,4,4
621,4,2,2,3,3,3,2,3,3,1,3,2,3,3,3,3,3,3,3,3,3,2,4,4,3,2,2,2,2,1,4,4,3,4,3,4,4,3,3,2,3,4,4,4
622,3,3,3,3,3,3,3,3,3,4,3,2,2,4,3,3,3,0,3,4,3,3,4,2,2,3,3,2,4,2,4,3,4,3,4,2,2,3,3,4,2,3,3,3
623,2,3,1,2,4,2,4,3,4,4,4,2,2,4,4,4,4,4,4,4,4,3,1,4,4,2,3,1,2,4,4,2,2,2,2,2,3,4,2,2,2,3,3,4
624,3,2,3,3,3,3,3,2,2,3,3,3,3,3,4,3,4,3,3,3,2,3,2,3,2,1,3,3,2,3,3,4,3,4,4,3,3,3,4,3,3,3,3,4
625,4,4,2,3,4,3,4,1,3,4,4,3,3,4,2,3,4,4,4,4,4,4,2,4,3,3,1,2,3,4,2,4,0,4,4,4,4,0,4,0,2,4,1,0
626,3,3,0,0,3,4,1,1,1,4,4,3,0,4,4,4,4,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,2,4,4,3,4,4,3,4,1,0,4,4
627,3,3,2,2,3,2,3,2,3,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4,2,4,2,4,2,0,2,2,4,2,2,1,0
628,3,4,2,1,3,3,1,3,2,3,3,3,1,4,4,4,4,3,4,3,4,4,3,4,2,4,1,3,1,1,2,4,4,4,4,4,4,3,3,3,3,4,2,2
629,4,4,4,4,4,4,3,3,3,1,1,2,2,3,3,3,3,3,4,4,1,4,0,3,4,1,2,0,2,4,3,4,3,4,3,4,3,4,4,3,3,3,3,4
630,4,4,2,4,3,2,4,4,4,4,0,4,4,4,4,4,4,4,4,4,2,1,2,3,4,4,1,0,4,4,3,4,4,4,0,0,4,0,4,0,4,4,4,0
631,2,1,3,3,2,3,3,4,2,3,4,4,1,4,4,4,4,2,4,3,3,3,3,4,4,2,2,3,3,3,4,3,2,3,3,2,2,3,3,4,2,3,4,3
632,4,4,4,4,3,3,2,1,3,3,3,4,3,4,2,2,2,3,3,2,3,3,1,4,2,2,2,2,4,1,3,4,4,4,4,4,4,4,3,2,3,3,3,3
633,3,3,3,4,3,3,2,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,3,4,4,3,4,4,4,3,3,3,2,3,2,4
634,4,3,2,1,4,4,4,4,4,2,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,2,2,2,2,2,3,3,4,2,4,3,1,3,2,0,1,4,2,0
635,2,3,2,2,3,3,2,1,3,2,3,0,0,4,4,4,4,4,4,4,4,4,3,4,4,2,3,1,3,4,2,4,3,4,3,3,2,4,3,4,2,4,4,4
636,2,3,2,3,3,4,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,3,3,4,1,2,3,3,3,3,4,0,3,3,4,3,2,1,2,1,3,3,4
637,4,4,4,3,3,3,2,4,3,1,3,2,2,4,3,2,3,2,4,4,4,4,3,0,1,3,3,1,1,2,4,3,3,4,4,4,4,3,3,4,3,3,4,4
638,3,3,4,4,3,4,3,1,4,4,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,3,3,3,4,3,4,3,4,3,3,4,0,3,1,1,3
639,3,2,3,2,3,2,3,3,3,3,3,2,2,3,3,3,3,4,4,3,3,4,3,3,3,2,3,3,4,3,3,3,4,3,4,3,3,4,3,3,2,3,3,3
640,4,3,2,4,3,3,3,3,3,4,4,4,3,4,3,3,4,2,4,4,3,3,3,4,4,1,2,1,2,4,1,4,4,4,4,3,4,2,3,2,1,1,2,3
641,4,4,4,4,3,3,2,2,3,2,2,4,2,3,2,4,4,4,4,1,2,2,1,3,1,1,4,1,3,4,4,4,0,4,4,4,4,4,2,4,4,4,4,4
642,4,2,4,3,4,3,4,3,3,4,4,2,4,2,4,4,4,4,3,3,4,4,4,3,4,2,3,3,4,3,2,3,2,2,2,3,2,3,2,1,2,3,2,2
643,4,4,4,4,4,4,4,2,0,4,2,2,4,4,0,4,0,4,4,4,3,4,0,3,0,0,3,2,3,2,3,4,4,4,2,4,4,4,3,4,3,4,4,4
644,3,4,4,3,2,3,2,3,2,2,3,3,2,4,4,4,4,4,2,2,3,1,4,1,3,2,2,3,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,2
645,3,3,4,4,3,3,0,4,3,3,3,4,3,4,4,4,4,3,1,3,2,3,4,3,3,2,3,2,3,2,4,3,3,3,3,4,3,3,4,3,3,3,1,3
646,4,4,4,4,4,4,3,4,3,2,2,4,4,4,4,4,4,4,3,3,3,4,4,4,3,0,3,4,3,3,4,2,1,1,2,1,3,1,1,3,1,2,4,4
647,3,4,4,0,3,3,3,3,3,3,4,1,3,3,4,3,4,4,4,4,3,4,4,3,2,3,2,1,3,4,3,3,3,4,3,2,3,2,3,3,4,2,3,4
648,2,3,3,3,3,3,2,3,3,1,3,3,4,4,3,3,3,2,4,4,4,3,3,2,2,2,3,3,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3
649,3,2,4,3,3,3,2,4,3,2,4,3,2,4,4,4,4,2,4,3,3,4,1,4,2,1,2,2,2,2,1,4,4,4,3,4,3,2,3,4,4,4,4,4
650,3,3,2,2,4,3,3,3,3,2,3,2,3,4,3,3,3,2,3,2,2,2,4,2,2,2,4,4,3,3,4,4,4,4,4,4,2,3,3,3,4,4,4,3
651,3,2,1,3,3,2,2,1,4,2,4,3,4,3,4,4,4,3,3,4,4,4,4,4,2,3,2,2,3,2,3,4,3,3,4,3,2,3,3,3,3,4,4,3
652,4,3,0,0,4,2,3,2,4,4,3,4,4,4,4,2,3,4,2,4,3,4,4,4,4,3,2,2,3,3,3,4,0,4,4,3,2,4,1,4,4,4,4,1
653,3,4,2,4,4,4,2,4,3,4,3,3,3,3,2,4,3,2,1,2,3,0,4,3,3,4,2,2,4,3,4,3,3,4,4,3,3,4,3,4,3,2,3,4
654,4,2,4,4,3,3,3,2,2,3,3,4,4,3,4,3,4,4,3,4,3,4,4,3,4,3,2,1,3,3,2,4,4,4,4,3,3,4,2,1,3,2,1,2
655,4,3,3,3,3,3,4,2,3,4,4,0,3,3,3,3,3,4,4,3,3,3,2,2,3,2,2,2,2,2,3,4,4,3,4,4,4,3,2,4,3,4,4,4
656,3,2,3,2,3,3,4,4,2,4,4,3,4,4,3,4,4,4,4,4,2,4,3,4,2,0,2,2,2,3,4,4,3,3,3,2,2,4,3,4,2,3,3,3
657,4,3,3,2,4,3,1,2,3,3,3,2,3,3,4,4,3,4,3,4,3,4,4,3,4,2,3,2,3,1,3,4,4,4,3,3,4,4,4,3,1,2,4,3
658,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,4,4,4,4,3,4,3,3,4,3,3,3,4,4
659,4,3,4,3,4,3,3,3,3,4,1,1,2,4,4,4,3,4,3,3,4,3,3,3,2,2,2,2,4,2,2,3,4,3,4,3,4,2,3,4,4,4,2,4
660,4,4,4,2,3,1,3,3,3,3,3,4,3,4,4,3,3,3,4,4,3,4,4,4,4,2,4,3,4,2,4,2,1,1,2,1,1,2,3,4,4,4,4,4
661,4,3,0,3,3,2,1,3,4,4,4,1,2,4,4,4,4,2,2,4,4,3,4,3,4,1,3,3,3,2,3,4,3,4,4,4,4,4,3,4,1,2,4,4
662,4,3,4,2,4,3,4,3,4,3,3,2,3,4,3,3,2,2,3,3,3,4,3,3,3,2,2,2,2,2,3,4,3,4,4,3,2,2,3,4,4,4,4,4
663,4,4,4,4,4,4,0,3,1,0,4,0,3,3,4,3,4,0,4,4,4,4,4,3,1,0,3,0,4,4,4,4,4,4,4,4,4,4,4,3,1,4,4,4
664,4,2,3,2,3,3,3,4,3,1,3,2,3,4,3,3,3,2,3,4,3,3,4,4,3,3,4,2,4,2,3,4,4,1,3,3,4,4,3,4,3,4,3,4
665,4,2,4,4,4,3,3,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,4,4,4,0,3,2,2,2,1,4,2,3,2,4,2,1,4,1,2,1
666,3,3,2,4,4,3,3,2,4,1,3,3,3,4,4,3,1,4,3,4,3,4,2,4,4,1,3,3,3,2,4,4,4,4,4,4,4,3,2,3,2,4,2,3
667,3,4,4,2,4,3,4,4,4,4,3,2,2,4,4,4,4,4,4,4,4,4,2,4,4,3,3,2,4,3,2,3,2,2,3,2,1,4,3,2,2,2,2,3
668,4,4,3,4,3,4,4,2,3,0,2,0,2,4,4,4,4,4,4,3,4,0,1,4,4,0,4,2,4,4,3,4,4,3,4,2,4,3,4,4,2,4,4,4
669,2,2,3,1,2,2,3,1,4,4,4,4,4,4,3,2,2,2,4,4,2,4,4,4,3,1,2,4,4,4,2,4,4,4,4,4,3,2,3,4,3,4,4,4
670,4,3,4,4,3,4,1,0,3,4,3,1,3,4,2,2,2,4,4,3,4,4,3,4,4,2,4,0,4,3,3,2,4,4,3,4,4,4,0,4,4,4,4,4
671,4,3,2,3,3,2,3,2,3,3,4,3,3,4,4,4,4,4,3,3,4,4,3,3,4,3,2,3,3,2,3,2,0,4,4,4,2,3,3,4,4,4,4,2
672,4,3,4,3,3,2,3,0,3,3,3,3,2,3,4,4,4,4,3,4,2,4,4,1,4,1,2,2,1,2,4,4,4,4,4,4,4,4,4,4,3,3,4,4
673,4,4,0,4,2,4,1,2,2,4,1,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,3,4,2,2,4,2,2,4,2
674,4,2,0,0,4,2,4,4,4,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,1,3,4,4,1,0,4,4,4,4,2,4
675,4,2,4,4,3,3,3,2,3,3,4,2,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,4,3,3,1,3,3,2,2,2,0,2
676,4,4,3,1,3,3,3,3,4,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,4,4,2,3,3,2,1,3,4,3,4,3,4,3,2,3,3,4,3,3
677,4,3,4,4,4,3,4,4,4,4,3,2,1,4,3,4,4,3,1,4,3,3,0,3,2,2,3,3,4,3,4,4,4,0,3,4,3,4,4,4,4,2,3,4
678,4,4,4,4,4,4,0,4,0,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,0,0,4,0,4
679,4,4,4,4,4,2,4,4,4,4,4,4,2,3,4,4,4,1,4,4,4,4,1,4,2,0,1,2,2,1,3,4,4,4,4,2,3,0,4,4,4,4,4,4
680,3,3,3,3,3,3,4,2,3,3,4,4,3,4,4,4,4,4,3,3,3,4,2,4,3,2,2,3,3,3,3,4,2,4,3,3,3,4,4,4,4,4,2,1
681,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,2,3,2,3,1,0,2,1,2,4,4,4,3,4,4,3,4,3,2,3,3,4
682,4,3,4,2,4,4,2,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,3,4,2,0,4,4,4,4,0,1,0,0,2
683,4,4,0,4,4,2,3,3,4,3,4,4,2,4,3,3,3,3,1,4,4,3,4,4,4,1,4,3,4,3,3,4,3,4,4,4,3,3,4,2,0,3,4,4
684,4,4,4,2,4,2,1,4,4,1,4,4,4,4,4,3,4,3,4,4,3,4,3,3,2,2,3,3,2,1,4,4,4,4,4,4,1,3,3,4,4,4,4,1
685,4,4,3,1,2,4,3,2,2,2,3,2,2,3,4,4,4,4,4,4,4,4,4,1,4,4,1,1,4,4,4,4,4,4,4,4,1,4,2,3,4,4,4,4
686,4,2,3,2,3,2,3,2,3,2,3,2,3,3,4,4,4,4,4,4,4,3,4,2,4,1,2,3,3,4,4,4,3,4,3,4,4,4,4,4,3,3,4,3
687,4,2,4,4,4,4,0,0,2,4,2,4,2,0,3,2,4,4,4,4,0,4,4,4,3,4,4,0,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
688,4,4,4,2,4,2,4,0,4,0,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,0,1,0,1,4,4,4,3,4,4,2,3,4,3,4,4,4,4,2
689,4,4,3,2,3,4,4,3,4,4,4,3,2,4,4,3,4,4,4,4,4,4,2,4,3,2,1,1,1,3,4,4,4,3,2,3,4,4,4,2,3,3,4,2
690,4,4,0,0,3,4,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,0,4,4,0,0,0,4,4
691,4,2,4,3,3,4,3,4,4,3,4,3,4,4,3,4,4,3,4,2,3,3,4,2,4,3,2,3,3,3,2,3,4,3,4,4,3,3,3,4,2,3,3,2
692,4,3,2,2,4,2,3,3,4,0,3,0,4,4,4,4,3,4,3,3,3,4,3,4,4,2,3,2,3,3,4,4,4,4,3,4,4,2,4,4,3,4,4,4
693,3,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,0,0,1,0,4,4,4,4,4,4,3,4,4,0,4,4,0,0,4,4
694,4,3,3,3,4,3,4,4,4,3,1,3,3,3,4,3,3,4,3,2,3,3,3,3,4,2,4,2,3,2,4,4,0,4,4,4,4,4,4,4,4,4,4,3
695,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,0,0,4,4,4,4,4,0,0,0,0,4
696,4,4,2,2,2,3,4,3,4,3,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,3,1,4,2,3,4,4,4,4,2,0,4,4,1,4,2,4,3
697,2,4,4,2,2,3,3,4,4,0,4,4,4,4,4,4,0,4,4,4,4,4,0,4,4,4,2,0,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4
698,2,2,4,4,3,2,2,4,3,4,2,4,4,4,4,2,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,1,4,3,3,1,1,3,4,4,4,4,4
699,4,3,2,1,4,2,2,3,4,1,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,3,4,4,4,4,4,4,2,2,4,2
700,4,3,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4,3,3,3,4,2,4,2,4,2,3,1,2,2,4,4,3,3,4,3,3,4,3,4,3,4,3,4
701,4,3,4,4,4,4,4,4,4,4,3,4,3,4,2,4,4,4,4,4,4,3,3,4,3,3,4,3,4,2,4,4,4,4,4,4,3,4,3,0,0,2,1,1
702,4,4,4,4,4,3,4,3,3,3,3,2,3,4,4,4,2,3,4,3,2,2,4,4,3,2,3,3,2,1,4,4,4,4,3,3,4,4,4,4,3,4,4,4
703,3,2,4,3,2,4,3,4,4,3,3,4,4,4,4,4,4,2,4,4,3,3,4,3,1,0,1,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,3
704,4,4,0,4,3,4,2,4,4,1,3,4,4,4,4,4,4,4,3,3,4,4,3,3,4,2,4,3,4,3,4,3,3,4,3,3,3,3,2,4,4,4,4,3
705,3,3,4,2,3,3,3,3,3,4,4,2,3,4,4,4,4,4,3,4,4,4,4,3,4,2,2,3,3,4,4,3,4,3,4,4,0,4,4,4,4,4,4,2
706,4,4,4,4,4,4,0,4,3,2,4,4,4,2,4,4,4,4,2,4,4,4,4,2,4,4,0,0,0,4,2,4,4,4,4,4,4,4,4,4,4,4,3,4
707,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,3,4,2,3,4,3,4,4,3,3,2,3,3,3,4,4,4,4,4,4,4,2,2,0,0,4,4
708,4,4,4,2,4,3,3,4,3,4,3,2,4,4,4,4,4,3,3,4,3,2,3,2,4,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,3,3
709,4,3,4,4,4,3,4,3,3,2,4,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,2,4,0,4,4,3,4,4,4,0,3,4,4,2,4,4,4
710,3,4,4,4,3,3,4,3,3,4,3,4,4,3,4,4,4,4,3,3,4,3,4,3,3,2,3,3,4,3,3,4,4,4,4,2,3,2,0,4,4,4,4,4
711,4,4,3,3,4,4,4,4,4,1,3,4,3,4,4,4,4,4,4,4,4,3,4,4,3,2,3,4,4,4,3,3,4,3,4,0,3,3,3,3,3,3,4,2
712,4,4,2,2,4,3,4,4,3,3,4,4,3,4,4,4,4,3,3,4,3,3,1,4,4,1,3,2,4,3,3,4,4,4,4,4,3,4,4,3,4,4,3,4
713,4,4,4,4,3,4,4,1,3,3,4,3,3,3,4,4,3,3,4,4,2,4,3,4,4,4,4,3,2,4,4,4,3,4,3,3,3,3,3,4,3,3,4,3
714,4,3,4,4,4,4,0,0,4,0,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,3
715,4,4,2,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,4,4,4,4,4,4,2,4,4,2,2,2,2,4
716,3,3,3,2,4,3,2,3,4,2,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4,3,4,2,4,4,4,4,4,3,4,4,3,2,2,2,4,4
717,4,4,3,2,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,3,4,2,3,3,2,4,4,1,1,3,3,3,4,4,3
718,4,3,3,4,4,4,2,0,4,4,0,2,2,4,4,4,4,4,4,4,4,4,4,4,3,1,4,2,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4
719,4,3,0,4,4,3,4,4,4,0,4,3,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,4,4,4,3,3,4,4,2,2,4,4,4,2,3,4,3
720,3,3,4,2,2,4,2,2,2,3,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4
721,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,0,1,4,1,0,0,3,4,0,4
722,4,3,2,3,3,4,4,3,4,4,4,2,3,3,4,4,3,4,4,4,3,4,4,4,4,2,4,3,3,4,4,4,4,4,4,4,3,4,4,3,0,2,4,4
723,4,4,4,4,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,2,4,3,3,2,3,4,2,2,4,3,4,1,4,3,3,3,4,4,3
724,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,3,2,3,3,3,2,4,2,2,3,4,4,4,3,3,4,3,3,4,4,3,3,4,4
725,4,3,4,4,4,3,1,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,2,0,3,3,2,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4
726,4,3,3,4,4,3,4,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,4,4,3,4,2,4,2,4,2,4,4,4,4,4,3,4,3,2,2,2,4,4
727,4,3,4,4,4,2,2,3,4,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,1,4,4,4,4,4,3,4,3,4,4,2,4,4,4,4,4
728,4,4,4,4,4,4,2,4,3,1,4,4,2,4,4,4,4,4,4,4,4,4,1,4,4,0,3,1,4,4,4,4,4,4,4,2,4,4,4,4,3,4,4,4
729,4,3,4,4,4,4,3,3,4,2,3,2,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,2,3,3
730,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,4,4,4,3,3,0,4,4,3,3,4,2,3,2,3,3,4,4,3,2,4,4
731,4,3,4,2,4,3,4,3,4,3,3,4,3,3,4,4,4,4,3,3,3,3,2,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4
732,4,3,4,4,4,4,4,2,4,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,2,4,4,4,2,3,4,4,4,4,4,4,4,3,2,4,0
733,4,3,4,3,4,4,3,4,4,2,3,4,3,4,3,3,4,3,4,4,3,4,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,3
734,4,4,4,2,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,2,3,3,4,4,4,1,3,3,3,1,4,4,4,4,4,4,4,4,4,4,4,3,4,4
735,4,4,4,4,4,3,4,2,4,3,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,3,4,0,4,4,4,4,4,4,3,3,4,3,4
736,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,4,4,3,2,3,2,2,2,3,4,2,4,3,3,4,4,4,4,4,4,4,4
737,4,4,4,4,4,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3,2,1,4,4,4,4,4,4,4,1,4,3,3,4,4,3
738,4,3,0,4,4,3,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,4
739,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,4,4,4,4,4,4,4,2,4,2,4,2,4,1
740,4,4,4,4,4,4,2,4,4,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,2,4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4
741,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1,4,4,4,0,4,4,4,4,4,4,4,0,4,4,3,4,4,4
742,3,3,4,4,4,4,4,4,3,3,3,2,3,4,4,4,3,4,4,4,4,4,4,4,4,2,3,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
743,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,3,4,3,0,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3
744,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,1,4,4,4
745,4,4,4,4,4,4,3,1,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,0
746,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,1
747,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
748,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4
