,﻿achieve_1,achieve_2,achieve_3,achieve_4,achieve_5,achieve_6,self_1,self_2,self_3,self_4,self_5,self_6,self_7,self_8,curio_1,curio_2,curio_3,curio_4,curio_5,curio_6,curio_7,curio_8,curio_9,curio_10,curio_11,info_1,info_2,info_3,info_4,info_5,info_6,inter_d_1,inter_d_2,inter_d_3,inter_d_4,inter_d_5,inter_d_6,inter_d_7,inter_d_8,deci_1,deci_2,deci_3,deci_4,deci_5
293,3,2,2,3,2,2,2,2,2,2,2,1,2,3,3,3,4,2,3,2,3,2,3,2,2,2,2,2,2,1,2,3,3,3,2,2,3,2,2,3,2,2,3,3
294,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,2,2,2,3,3,3,2,1,2,2,2,2,3,4,3,3,2,2,2,2,2,2,3,3,2,3
295,3,2,3,4,3,2,2,1,2,2,3,2,3,3,3,3,3,2,1,2,2,2,1,2,2,1,2,1,2,1,3,3,3,2,3,2,4,2,1,3,3,3,3,3
296,4,2,3,2,3,3,3,3,3,3,3,1,2,2,3,3,3,1,1,2,1,3,3,3,3,1,2,2,2,2,1,3,3,2,2,2,1,2,2,3,1,3,3,3
297,3,2,2,2,3,2,3,2,2,2,3,2,2,3,2,3,2,2,2,2,2,3,2,2,2,1,1,2,3,2,3,3,3,2,2,2,2,2,2,3,3,3,3,4
298,0,1,1,2,2,3,4,4,3,4,3,2,4,4,2,4,3,3,3,3,2,3,4,2,4,2,2,2,3,4,1,0,0,1,3,3,1,3,1,1,2,2,0,2
299,2,3,3,2,2,2,2,2,3,1,1,2,1,3,3,3,3,3,3,3,2,2,2,3,2,1,2,1,3,1,3,3,3,3,3,2,2,3,3,2,2,3,3,2
300,2,2,2,4,3,2,3,3,1,1,3,3,3,3,4,3,1,4,4,1,1,3,3,3,2,3,1,4,2,4,4,1,1,3,0,1,2,4,4,0,0,1,1,3
301,3,1,3,3,3,1,2,3,3,2,4,4,3,4,1,2,4,4,4,3,0,3,2,3,1,0,2,1,3,2,4,2,1,4,1,3,0,1,2,3,1,3,3,1
302,2,4,1,3,2,3,2,2,1,2,2,3,2,3,3,2,2,2,1,3,2,2,4,2,2,2,2,2,2,1,1,3,4,4,3,2,4,1,2,3,2,3,2,3
303,2,0,4,2,3,1,2,2,3,2,3,3,2,3,4,4,2,4,3,4,2,2,2,2,2,4,2,2,2,3,4,0,2,0,0,4,3,4,2,2,1,2,1,2
304,2,2,0,4,2,1,2,2,2,2,3,2,2,3,3,2,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,3,3,1,3,2,2,1,4,2,3,3,3,2
305,3,2,3,3,2,2,3,3,3,2,2,1,2,3,3,3,3,3,3,2,3,1,2,2,2,2,2,1,2,2,2,2,2,3,3,2,2,2,2,3,3,3,3,2
306,4,3,2,1,3,2,2,2,3,3,3,2,3,3,1,2,2,1,3,2,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,3,3,2,2,3,2
307,2,2,1,3,2,3,1,4,3,2,3,2,2,2,3,2,4,2,2,3,3,2,3,3,2,2,2,2,2,2,2,2,3,2,3,2,1,2,3,3,3,3,2,2
308,3,2,3,2,2,1,3,2,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,3,3,4,3,3
309,2,2,2,3,2,2,3,2,2,1,2,3,1,3,3,2,3,2,2,2,3,3,3,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,2,1,1,1,3,3
310,4,2,3,2,3,3,2,3,2,4,4,3,2,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,2,2,2,3,3,3
311,3,2,2,2,3,3,3,3,2,2,3,2,3,3,3,2,2,2,3,2,2,3,2,2,2,3,2,2,2,2,3,3,3,2,3,3,3,2,1,2,1,2,2,2
312,3,2,2,2,3,2,2,3,2,2,2,2,4,2,3,3,3,4,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,2,2,2,2,3,3,2,3,3
313,2,2,2,2,1,1,3,3,2,1,4,2,4,2,2,0,4,2,2,3,3,1,4,2,2,2,2,2,2,1,2,3,1,3,4,2,3,4,3,2,3,3,4,2
314,0,2,3,3,1,4,3,4,1,2,2,0,3,2,3,3,3,3,3,3,1,3,2,3,3,1,1,2,3,2,1,4,4,3,3,4,1,2,3,1,1,2,2,4
315,1,4,2,2,3,3,2,3,3,3,3,2,2,3,2,2,3,2,2,2,3,1,3,2,3,3,2,2,3,2,2,3,2,3,3,2,2,2,1,3,1,2,3,3
316,3,3,4,2,3,2,2,3,2,1,1,1,2,2,1,1,1,1,4,3,3,3,2,2,2,2,2,1,2,1,3,3,3,3,3,2,4,4,2,3,4,4,2,3
317,2,3,2,2,3,3,1,1,1,2,2,1,3,2,2,2,2,2,3,3,2,2,3,3,2,3,2,3,2,2,4,3,3,3,3,3,3,1,2,3,2,3,3,3
318,3,2,3,3,3,2,3,2,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,3,2,2,2,2,3,1,3,3,2,1,0,1,2,3,1,3,2,3,2,3
319,4,2,0,2,4,0,2,1,4,4,4,3,4,4,4,4,4,2,2,4,4,4,3,0,4,2,2,0,0,2,4,2,0,4,4,2,1,3,0,0,0,2,2,2
320,3,3,2,1,4,2,3,3,3,3,3,2,3,3,2,2,2,2,2,3,2,2,3,2,3,1,1,1,3,0,1,3,3,4,2,2,4,3,2,3,1,3,3,2
321,4,3,3,2,3,3,2,0,2,3,3,4,1,4,2,2,2,1,3,3,2,2,4,3,2,1,1,1,2,3,1,3,2,3,3,2,2,2,2,3,2,3,3,3
322,4,4,1,1,3,3,0,4,1,0,4,2,1,4,3,3,3,3,3,0,2,4,3,0,2,1,2,2,1,1,3,3,4,3,3,2,4,4,1,3,2,3,3,2
323,4,3,3,3,3,3,3,1,4,3,2,1,3,4,1,1,2,2,3,2,2,3,3,1,3,2,2,2,3,3,3,2,2,3,3,4,0,2,3,3,1,0,2,2
324,3,2,2,2,3,3,2,2,3,4,3,2,4,3,3,2,2,3,2,3,2,2,3,1,3,1,3,2,3,1,3,3,3,3,1,1,2,2,2,3,1,2,3,2
325,3,3,3,3,3,3,2,3,3,2,2,2,2,3,2,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,2,2,3,1,2,2,2
326,3,2,2,2,3,3,2,2,3,2,3,2,3,2,2,3,3,3,3,3,2,3,2,3,2,2,2,1,2,3,2,2,2,3,2,2,3,2,2,3,3,2,2,2
327,4,3,3,2,3,2,3,1,3,3,3,1,1,3,3,3,2,3,2,0,1,3,2,3,3,2,2,1,2,3,3,1,4,3,4,1,1,1,3,3,2,2,3,4
328,4,1,3,0,3,2,2,4,2,2,2,1,2,4,3,2,3,3,2,2,1,1,4,1,3,1,2,2,2,0,3,4,4,3,3,4,2,3,4,3,0,3,3,2
329,3,3,2,3,3,3,2,2,2,2,2,2,2,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,3,2,2,3,2,3,2,2,3,2,1,2,1,3
330,4,3,3,3,2,2,0,4,0,0,4,4,0,4,2,2,3,2,4,4,1,2,0,2,1,0,2,0,0,0,2,4,4,3,4,2,4,2,3,4,3,4,4,4
331,3,2,2,2,3,2,3,4,4,2,3,1,3,3,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,3,1,2,2,3,2,3,3,2,2,4,4,3,3
332,0,2,3,3,3,2,3,3,3,1,3,1,2,3,3,3,1,3,3,4,3,3,3,3,1,2,2,3,2,2,4,2,1,3,1,1,1,3,3,3,3,3,2,3
333,3,1,2,1,3,2,2,2,2,3,3,2,2,3,4,4,3,4,3,4,2,2,3,2,2,2,3,1,2,2,2,3,1,3,2,2,2,3,3,3,1,2,2,3
334,3,3,2,1,3,3,2,2,3,3,3,1,3,3,3,3,2,2,3,3,3,2,3,3,3,2,2,2,2,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2
335,3,2,3,1,3,3,1,1,3,0,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,1,2,2,3,3,3,3,3,2,2,2,3,1,2,1,3
336,4,3,4,1,2,2,3,1,4,4,4,0,3,3,2,1,2,3,2,4,1,3,4,3,3,0,3,1,1,0,1,3,1,4,3,2,1,2,1,4,4,4,4,1
337,4,2,4,3,3,2,3,3,2,2,2,1,1,2,3,2,2,3,3,3,3,2,3,4,2,1,2,1,2,2,3,3,2,2,3,2,2,3,3,2,3,2,1,3
338,3,2,3,3,2,2,2,3,3,2,2,4,3,3,4,3,4,4,3,3,3,2,2,3,2,1,2,1,3,3,2,1,1,2,3,1,0,1,2,4,1,1,4,3
339,2,2,1,3,3,2,2,3,3,2,4,2,2,4,2,1,3,2,3,2,2,3,3,4,1,2,1,1,2,2,2,4,4,3,3,2,4,3,2,3,1,2,2,2
340,1,3,2,3,3,3,2,3,2,3,2,2,2,3,3,2,4,1,1,3,2,1,3,1,2,1,2,2,2,2,2,3,3,3,4,3,3,2,1,3,3,3,4,3
341,2,3,1,2,2,3,2,3,2,2,2,1,2,3,3,3,3,3,3,2,2,2,2,3,2,1,3,2,2,2,2,2,3,3,3,2,4,3,3,2,3,2,3,3
342,2,2,2,2,3,3,2,3,3,3,3,2,2,3,3,2,2,3,2,3,2,3,2,3,3,2,2,2,3,2,2,3,3,3,3,2,1,2,2,2,2,2,3,2
343,3,2,3,2,2,2,3,2,2,3,2,3,3,3,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2,3,2,3,3,2,3,2,3,3,3
344,2,3,4,1,3,3,2,3,4,3,4,2,3,3,4,4,3,2,1,2,1,3,3,3,1,1,2,1,3,3,1,4,3,3,2,2,3,3,2,2,1,1,2,0
345,3,3,1,2,3,3,2,1,3,1,3,1,2,2,4,3,3,3,2,3,2,2,3,3,3,1,3,1,2,1,3,3,3,3,3,2,2,3,3,2,2,3,3,3
346,4,2,3,0,3,3,2,1,0,3,3,0,4,4,4,4,4,4,4,0,4,0,4,4,4,1,0,2,2,0,2,1,1,4,0,4,0,1,4,4,4,4,4,1
347,4,2,2,3,2,3,2,2,1,2,3,2,3,3,3,2,3,2,3,3,3,2,2,3,2,2,2,3,2,0,2,3,3,3,2,2,2,2,3,3,2,3,3,3
348,3,3,2,1,3,2,3,3,2,1,3,2,3,3,3,3,3,3,2,3,2,2,3,4,2,2,2,3,3,3,2,1,1,2,2,2,1,1,3,3,3,3,3,3
349,2,3,1,3,3,3,2,3,3,3,3,2,2,3,4,4,4,1,2,2,2,3,4,3,1,1,2,1,2,1,2,3,2,3,2,3,2,2,3,1,2,3,3,3
350,3,2,2,2,2,3,2,2,2,3,2,1,2,3,3,2,3,3,2,3,1,2,4,1,2,1,2,3,1,1,2,4,3,4,2,2,3,3,3,3,4,4,3,2
351,3,2,3,2,3,3,4,2,3,3,3,2,4,3,2,2,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,2,3,2,2,2,2,3,2,2
352,3,1,1,0,2,2,2,3,3,3,3,2,1,4,3,1,2,4,4,4,2,3,3,4,2,1,2,0,1,1,3,4,3,3,3,3,3,4,2,3,2,3,1,3
353,4,4,4,3,2,3,1,1,2,3,3,2,2,3,3,2,2,2,3,3,1,3,4,2,1,1,1,2,2,1,2,4,3,3,3,3,2,3,2,2,2,3,2,3
354,4,3,2,2,3,3,2,4,2,2,3,2,3,4,3,2,3,1,1,1,3,4,4,4,3,2,1,2,2,1,2,3,3,3,3,3,2,2,3,1,2,2,1,1
355,3,2,3,2,2,3,1,2,2,2,3,3,2,3,3,2,3,2,2,3,2,2,3,3,1,1,3,1,2,1,1,4,4,3,4,3,1,3,3,2,3,3,3,3
356,3,2,2,2,2,3,3,3,3,3,3,2,2,3,3,2,3,2,2,3,2,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1,2,3,3,3,3
357,4,2,3,3,4,2,3,2,2,3,3,1,2,4,3,3,1,3,4,3,3,2,1,3,3,1,1,1,1,3,3,3,3,2,1,1,2,3,4,3,3,3,3,0
358,2,2,2,2,2,2,4,2,3,4,2,2,3,3,3,3,2,2,3,4,2,2,3,3,3,2,2,2,2,3,2,2,1,3,2,2,1,1,2,3,2,3,4,4
359,2,2,4,2,2,4,2,3,2,3,4,3,2,3,2,2,3,2,2,3,2,3,2,1,2,1,2,1,4,0,2,3,2,3,2,2,2,2,2,4,3,4,4,3
360,3,4,4,3,4,3,4,4,4,3,4,0,0,3,4,4,4,4,4,4,4,0,4,4,4,0,0,0,0,0,4,1,2,1,4,1,4,0,0,1,1,1,1,4
361,2,2,2,1,3,2,2,3,3,3,4,3,2,4,3,2,2,2,2,3,2,2,4,2,2,2,0,0,3,0,3,3,0,4,3,3,1,2,3,4,4,4,4,3
362,3,3,3,2,3,2,2,1,3,3,3,4,2,3,3,2,3,3,3,4,3,3,4,1,2,2,1,2,1,2,2,2,2,2,2,1,3,2,2,3,3,3,3,2
363,2,4,2,0,3,3,2,1,3,3,4,1,2,3,3,3,3,1,2,3,3,3,3,2,1,0,2,3,1,0,3,3,4,4,4,3,3,3,2,2,2,3,3,3
364,4,2,3,3,2,2,2,3,3,1,4,4,3,4,3,2,3,2,3,2,3,2,3,3,1,2,2,2,2,2,2,2,1,2,2,3,1,3,3,2,3,3,1,3
365,3,2,3,2,3,3,3,2,2,1,2,2,2,2,2,2,2,4,3,2,2,3,2,2,2,3,2,1,3,3,4,3,2,3,3,2,2,2,2,3,3,3,3,3
366,2,3,3,1,3,2,3,3,3,3,4,1,2,4,3,3,3,3,2,4,1,2,4,4,1,1,2,2,1,0,1,2,4,2,3,3,2,3,3,2,3,2,1,4
367,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,1,3,2,3,2,3,2,3,4,3,3,2,3,3,3,2,2,3,3,2,2,2,3
368,4,4,0,1,3,3,4,3,3,3,4,0,1,3,3,2,2,1,1,2,3,1,2,2,3,3,2,1,3,1,3,3,3,2,3,3,1,1,3,4,4,4,2,4
369,4,2,4,4,2,2,2,2,4,2,4,0,4,0,4,2,4,4,0,3,2,4,2,2,4,3,2,3,1,2,2,2,2,2,2,2,0,2,0,4,4,2,4,2
370,3,2,3,3,2,2,2,4,2,3,3,2,2,3,4,3,3,3,3,3,2,3,3,2,2,1,2,2,2,2,2,2,3,2,3,2,1,1,3,1,3,3,3,3
371,3,2,2,1,2,1,2,2,2,3,3,2,2,3,3,3,2,2,3,4,2,3,3,3,2,2,2,1,3,2,2,3,3,2,3,2,4,3,3,3,3,3,1,3
372,4,3,0,1,0,1,3,1,1,3,4,3,0,4,1,3,0,2,4,4,2,2,4,3,1,0,1,0,4,2,4,2,4,4,4,3,0,2,4,4,4,4,4,4
373,3,2,2,2,3,3,2,3,3,1,3,2,3,3,3,2,3,2,3,3,3,2,3,1,3,2,3,2,3,2,2,3,3,1,2,3,2,4,3,2,1,2,3,2
374,4,3,4,4,4,4,2,0,3,3,1,1,1,4,4,2,0,4,4,2,4,0,2,4,4,0,3,1,1,2,4,0,0,3,4,1,0,4,1,4,4,4,4,0
375,4,4,4,3,2,3,1,3,3,2,1,1,2,2,3,3,3,2,1,4,4,4,3,0,3,1,2,0,0,2,3,3,3,3,2,2,3,3,3,2,2,3,3,3
376,3,3,1,3,3,3,2,3,3,3,4,4,3,3,2,2,2,2,2,4,2,2,2,3,3,2,1,1,3,3,3,4,3,0,2,1,4,1,2,1,4,1,3,3
377,3,2,3,3,2,2,1,3,2,3,3,3,3,3,3,3,3,3,2,4,3,3,4,3,2,2,1,1,2,2,3,1,1,3,3,1,0,4,1,2,4,4,2,3
378,3,2,3,2,1,3,3,4,1,3,3,4,3,3,2,3,3,3,3,3,2,3,3,1,2,1,1,1,1,1,1,3,3,3,4,2,2,3,2,3,3,4,3,2
379,3,2,2,2,3,2,2,3,4,3,3,4,3,2,3,2,3,4,3,3,3,2,3,2,2,1,2,1,1,2,2,2,3,3,2,3,1,2,3,3,2,3,2,3
380,4,3,2,2,3,4,3,0,2,3,3,2,3,3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,1,3,3,2
381,3,2,2,2,3,2,3,3,2,3,3,2,2,3,3,3,3,2,2,2,2,3,3,3,3,2,2,3,3,2,3,3,3,3,3,3,2,2,3,2,1,1,2,2
382,3,2,3,2,3,3,1,2,2,3,3,1,2,3,3,3,3,3,1,1,1,2,1,3,2,1,2,3,2,1,1,3,3,3,4,3,4,4,1,3,4,3,4,4
383,2,4,1,2,2,4,3,2,3,3,2,3,1,4,3,2,3,2,1,3,3,3,3,2,2,3,2,1,2,2,3,3,4,3,2,2,2,1,2,3,2,4,3,2
384,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2,3,3,2,3,2,2,3,1,3,2,3,3,3,1,1,3,3
385,2,2,1,3,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,3,3,2,2,2,2,2,2,3,4,3,3,3,3,3,3,2,2,2,3,2
386,3,2,3,3,3,2,4,3,3,3,3,1,2,3,3,3,3,3,1,3,2,2,3,1,2,2,3,1,2,3,3,4,2,1,2,2,3,3,3,1,1,4,3,2
387,3,3,4,3,3,3,4,2,3,3,3,1,1,2,2,2,2,2,1,3,2,4,3,2,2,1,1,1,3,1,3,3,3,4,3,3,1,3,1,4,1,3,4,3
388,2,4,3,4,2,4,2,3,3,4,2,3,3,3,2,3,2,2,2,3,3,3,2,2,3,3,4,2,2,4,3,1,0,1,0,4,3,3,3,1,2,2,0,2
389,3,2,3,3,2,3,3,3,3,2,0,2,2,4,3,3,3,1,3,0,3,1,4,3,1,3,2,3,4,3,4,0,1,4,0,2,0,0,4,4,4,4,4,4
390,2,3,2,2,2,3,3,3,2,3,2,3,2,3,0,2,3,4,2,3,2,3,2,1,3,2,2,2,2,0,4,3,2,3,4,1,3,2,0,4,4,4,4,4
391,2,3,1,1,2,4,2,2,2,3,3,2,3,3,3,3,2,2,3,2,3,2,2,3,2,3,2,2,2,2,3,2,3,4,4,3,2,2,2,2,3,3,4,2
392,2,2,2,2,2,3,2,3,2,2,4,3,1,4,4,3,4,4,3,3,3,2,1,4,1,1,2,1,2,2,2,3,3,3,3,2,2,2,3,3,2,3,2,3
393,2,1,3,3,3,2,3,2,2,2,3,2,2,1,3,2,3,3,3,3,2,1,2,2,2,2,3,1,2,3,0,3,4,3,3,3,2,2,3,4,3,4,4,4
394,4,2,3,3,3,2,1,3,3,4,3,3,0,4,3,3,2,3,4,4,3,3,2,3,1,1,2,1,3,2,3,3,2,2,2,2,2,3,1,3,2,2,2,3
395,4,3,2,3,3,3,1,2,1,3,4,0,1,3,3,3,3,2,2,3,2,2,2,2,4,2,2,1,2,1,3,3,3,3,2,3,3,3,3,3,3,3,3,3
396,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,2,0,3,3,2,3,1,2,1,2,2,1,2,1,2,4,2,3,2,2,3,1,3,2,4,3,2
397,2,2,3,2,3,3,1,3,1,3,2,2,3,3,1,2,3,3,1,1,2,4,1,3,3,1,2,3,3,2,2,4,3,3,3,4,3,3,2,3,3,3,3,3
398,1,2,2,1,3,3,2,3,3,3,4,4,3,3,3,3,3,2,2,3,2,2,1,4,2,2,2,3,2,3,2,3,2,3,3,3,3,2,3,1,1,2,3,3
399,2,4,2,4,2,2,2,4,2,4,4,0,3,2,2,2,2,0,4,4,2,4,0,4,2,2,2,2,4,0,2,4,4,4,0,2,4,0,0,4,1,4,4,4
400,4,4,2,1,2,2,4,2,4,3,3,2,3,3,3,2,3,2,3,2,2,3,3,3,2,2,2,2,2,2,2,3,3,2,2,1,3,2,2,3,2,2,3,3
401,3,2,2,3,2,3,1,4,3,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,3,2,1,3,1,0,3,3,3,4,3,0,3,4
402,4,2,3,2,3,3,2,3,2,2,2,2,3,3,3,4,3,3,4,2,3,2,2,3,2,1,2,1,2,2,3,2,1,3,2,2,2,3,3,3,2,3,3,3
403,3,2,3,1,2,3,1,3,2,4,3,3,2,3,3,2,3,1,3,2,1,3,3,3,3,1,2,1,1,2,4,3,3,4,3,3,2,3,3,3,3,1,4,2
404,2,3,1,4,3,3,2,2,2,3,2,2,2,3,3,3,3,2,3,3,2,2,2,2,3,2,3,3,2,3,2,3,3,2,3,2,2,2,2,3,3,3,3,2
405,3,3,3,2,3,2,2,2,2,3,4,2,2,3,2,2,3,2,2,2,4,4,3,2,3,1,2,2,2,2,3,3,2,3,2,2,3,4,3,2,2,2,2,3
406,3,3,4,4,2,4,3,3,2,3,3,3,2,2,3,3,3,2,2,3,2,2,3,3,3,2,2,2,3,2,2,2,1,1,1,2,2,2,2,3,2,3,4,2
407,4,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,1,2,1,2,2,2,3,3,2,2,2,1,3,2,3,3,3,3,3
408,2,2,3,3,3,3,2,3,2,4,4,2,4,4,2,2,2,3,4,3,4,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2
409,2,2,3,2,2,3,1,3,2,4,4,4,2,4,3,3,3,2,3,3,3,3,2,3,3,3,1,2,1,3,1,1,3,2,2,2,1,2,2,3,3,3,3,3
410,4,3,2,2,4,2,3,2,4,3,4,4,2,4,3,3,3,2,4,4,2,2,0,4,3,0,1,1,2,1,1,2,3,2,4,1,1,1,1,4,3,3,4,3
411,2,2,4,2,4,3,2,1,1,1,2,3,0,3,4,4,4,1,3,2,4,4,4,3,4,1,1,2,3,1,2,3,3,3,0,2,3,3,2,3,4,4,2,2
412,4,2,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,0,3,2,3,1,2,2,3,1,4,3,2,3,2,2,0,2,2,3,3,3,3,3
413,3,2,3,0,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,1,1,0,0,4,2,1,1,1,1,1,1,1,0,2,3,3,3,0
414,4,3,1,3,3,4,1,0,0,3,2,3,4,3,2,2,2,4,4,4,4,3,3,4,2,0,2,2,0,2,1,3,3,3,3,2,2,2,3,3,2,3,3,4
415,2,2,3,2,3,2,3,4,3,3,3,3,2,4,3,3,3,1,2,3,1,3,1,3,3,1,2,2,3,3,4,3,3,3,3,3,1,3,3,1,3,1,1,3
416,2,2,3,1,2,2,3,3,2,3,4,3,2,2,3,3,3,2,2,3,2,3,2,3,2,1,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1
417,2,2,3,3,3,3,3,2,3,3,4,4,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,2,3,2,2,3,2,2,3,2,1,2,1,1,2
418,3,3,3,2,3,3,4,2,2,3,3,2,3,2,2,3,3,2,2,3,4,3,2,2,3,2,2,2,3,2,3,4,3,3,2,3,3,3,3,2,0,1,2,1
419,2,2,3,2,3,3,2,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,2,3,2,2,2,2,1,1,2,2,2,3,1,1,2,3,2,3,3,2,2
420,3,1,0,4,2,3,2,2,3,3,3,1,2,3,2,3,2,2,2,3,3,2,2,2,4,2,4,1,2,2,4,4,4,3,3,2,2,2,4,3,0,3,4,4
421,4,2,4,4,2,2,3,4,3,3,3,2,3,4,3,2,3,1,2,2,2,1,1,2,3,1,3,2,3,1,2,2,3,3,3,2,2,4,2,1,4,4,3,2
422,3,2,3,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,2,3,4,3,3,2,4,3,2,4,3,3,4,4
423,3,2,4,2,3,3,2,2,2,2,3,1,2,3,3,3,2,2,2,4,2,3,3,1,2,1,1,1,1,2,4,4,3,3,4,2,3,3,2,3,3,4,4,3
424,4,2,1,3,3,2,3,2,3,3,2,2,3,4,3,3,3,2,3,2,3,2,3,3,3,1,2,2,2,2,2,3,3,3,3,3,2,3,3,2,2,2,2,3
425,4,2,3,3,3,3,3,3,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,2,4,4,3,3,2,3,2,2,3,3,2
426,3,2,3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,1,3,2,3,3,1,2,2,2,2,3,3,3,2,3,2,3
427,2,4,4,1,4,0,3,4,4,2,4,2,4,2,4,2,2,2,4,3,1,2,2,2,4,2,2,2,3,1,2,2,4,2,1,0,4,3,3,4,2,3,2,2
428,4,4,2,1,3,3,3,4,3,3,3,2,4,4,4,4,4,2,0,2,2,3,2,1,4,1,2,2,2,1,1,4,3,4,2,3,1,3,2,2,1,2,2,3
429,4,2,2,4,4,2,2,4,2,2,4,2,3,4,4,4,4,4,2,3,4,2,0,2,4,1,2,1,2,1,4,2,1,3,2,3,0,2,1,3,2,4,2,2
430,2,2,0,4,2,3,1,1,1,3,2,1,1,3,2,3,2,3,4,3,3,3,2,3,1,1,3,2,2,3,2,4,3,4,3,3,3,4,1,4,4,4,4,3
431,0,2,4,4,2,1,4,4,4,2,1,2,3,4,4,4,4,3,4,4,0,4,2,2,4,0,4,4,0,4,0,3,4,3,2,0,4,0,1,0,4,0,3,4
432,3,3,1,4,2,2,2,2,2,3,2,2,2,3,4,3,4,3,2,4,3,3,4,2,3,3,3,3,3,3,3,2,2,2,2,2,3,3,2,1,2,1,3,1
433,2,3,3,3,2,3,2,4,3,4,4,3,1,3,4,4,4,3,3,2,2,4,2,3,3,0,2,1,2,1,4,4,3,2,2,1,1,3,1,2,2,4,2,1
434,4,2,2,2,3,1,3,4,2,3,4,3,3,2,2,2,2,3,4,3,4,2,3,3,3,3,3,2,1,4,1,2,1,4,0,2,4,3,3,2,1,2,4,2
435,3,2,1,2,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4,4,3,3,1,4,3,2,0,0,0,0,0,0,2,0,4,3,4,1,1
436,1,2,4,2,2,1,3,3,2,2,2,3,2,3,4,4,4,4,3,3,4,4,3,2,4,1,2,2,2,2,2,1,3,1,4,2,2,1,1,4,2,4,4,2
437,3,3,3,2,2,3,2,4,3,4,3,1,3,4,3,4,3,3,3,3,4,3,4,4,2,3,2,2,2,3,2,1,0,2,1,3,3,4,2,0,2,2,3,0
438,3,3,2,2,3,3,2,3,3,3,3,4,3,4,3,3,2,3,3,3,0,3,3,3,3,3,3,3,3,3,4,0,1,4,3,3,2,2,0,2,2,2,2,1
439,4,4,1,2,4,3,3,4,4,3,4,2,4,4,3,3,3,2,2,4,3,4,4,2,3,1,2,2,2,1,1,2,3,2,2,2,3,4,2,1,0,1,1,2
440,3,3,2,1,3,3,3,3,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,3,4,3,3
441,3,3,3,3,3,3,3,2,2,3,3,1,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,3,2,3,3,2,3,2,2,2,2,3,3,3,1,2
442,2,2,3,1,2,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,3,3,3,3,2,3,3,2,3,1,1,2,2
443,2,2,3,2,3,3,2,4,2,1,4,3,2,3,3,2,2,2,3,3,3,3,3,2,2,3,2,2,2,2,3,3,4,3,3,2,2,3,2,3,2,3,2,3
444,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,3,2,3,2,2,2,2,2,2,3,3,2,3,3,3,3,3,3,2,2,3,3,3
